Name,Artist,Album,Seed,Seed Group,Plays,Genre
Step Off My Flower Bed,Nase,"OC ReMix, Secret of Mana",1,0,98,Game
Forever Until Tomorrow,"Star Salzman, Paul Baxter","OC ReMix, Chrono Trigger",2,0,63,Game
Great Job!,"Insert Rupee (Ben Briggs, halc)","OC ReMix, Zelda 03: A Link to the Past",3,0,61,Game
Dalmatian Station,Jake Kaufman,Mighty Switch Force! 2 OST,4,0,67,Game
Fleeting Ecstasy,Ben Briggs,"OC ReMix, Super Mario 64",5,0,134,Game
Main Theme,Koji Kondo,Super Mario 64 OST,6,0,117,Game
Burning Up,DJ Redlight,"OC ReMix, Dr. Mario",7,0,114,Game
Aesop Rock - No Jumpercables (Goron Village),Team Teamwork,The Ocarina of Rhyme,8,0,111,Hip-Hop
Inspector Strago,AeroZ,"OC ReMix, Final Fantasy VI",9,0,109,Game
Crash / Restore (Emotions),Ziwtra,"OC ReMix, Xenogears: Gears",10,0,109,Game
First Time on Outset,halc,"OC ReMix, Zelda 08: Wind Waker",11,0,104,Game
Chrono Moonstone,"LSD, Shnabubula","OC ReMix, Chrono Trigger",12,0,81,Game
Airships Make Me Happy (The Highwind Takes to the Skies),Star Salzman,"OC ReMix, FFVII: Voices of the Lifestream - Order",13,0,74,Game
Lullaby Set,"Pam Swan, Shira Kammen",Braid OST,14,0,71,Game
BGM I,"Tim Follin, Geoff Follin",Silver Surfer OST,15,0,71,Game
I've Got 5 Skateboards Right Here,norg,"OC ReMix, Skate or Die",16,0,70,Game
Koopa Vs. Kefka [Super Mario World/Final Fantasy VI],Dhsu,"Bad Dudes, Bad Dudes EP",17,0,67,Game
BadAzz [Sephiroth (Final Fantasy VII)],PrototypeRaptor,"OC ReMix, BadAss: Boss Themes",18,0,63,Game
BGM II,"Tim Follin, Geoff Follin",Silver Surfer OST,19,0,60,Game
The Unbroken,Nutritious,"OC ReMix, Cave Story",20,0,59,Game
Staff Credits Redux,Zelda Reorchestrated,The Wind Waker,21,0,56,Game
Title (Double Dragon),Shnabubula,NES JAMS,22,0,52,Game
Title Screen,"Yoshito Hirano, Yuka Tsujiyoko",Paper Mario: The Thousand-Year Door OST,23,0,51,Game
Staff Roll,Katsuya Yamano,Teleroboxer OST,24,0,51,Game
Mind Over Antimatter,Parallelis,Intergalactic Dancefloor,25,0,50,Chiptune
Full Mast,"Preenus (SnappleMan, Jake Kaufman)","OC ReMix, Zelda 08: Wind Waker",26,0,50,Game
Chaos Nightmares,PrototypeRaptor,"OC ReMix, Sonic Adventure",27,0,48,Game
Dat Disjointed Chemical,Air3s,"OC ReMix, Sonic the Hedgehog 2",28,0,47,Game
"Outskirts of Time (Chrono Trigger, livetune remix)",livetune,Love SQ,29,0,46,Game
A New Day,Danimal Cannon,Roots,30,0,46,Chiptune
Tears of Blood (Castlevania II: Simon's Quest - Bloody Tears),Joshua Morse,VLAD,31,0,46,Game
There's Nothing Like Flying (Blackjack),DDRKirby(ISQ),"OC ReMix, FFVI: Balance and Ruin",32,0,44,Game
Mount Gulug,ajiponn,Final Fantasy IX Chips,33,0,42,Game
Cowabunga! (Technodrome ~ Let's Kick Shell! [Stage 4 BGM]),"WillRock, Juan Medrano","OC ReMix, TMNT: Shell Shocked",34,0,41,Game
Jungle,Jeroen Tel,Rhino Rumble OST,35,0,39,Game
Somebody Set Up Us the Bob-omb (Super Mario 64 Main Theme),Theory of N,"OC ReMix, Super Mario 64: Portrait of a Plumber",36,0,35,Game
TornadosaurusRex,PrototypeRaptor,"OC ReMix, Mega Man 9",37,0,33,Game
Windborne,Rozovian,"OC ReMix, Zelda 17: Breath of the Wild",38,0,32,Game
Kokiri Forest Jig (The Legend of Zelda: Ocarina of Time),"Josh Barron, The Travelers",Tribute Album 64,39,0,32,Game
Deku Palace,Theophany,Time's End II: Majora's Mask Remixed,40,0,30,Game
Gerudo Town - Day,"Manaka Kataoka, Yasuaki Iwata",The Legend of Zelda: Breath of the Wild OST,41,0,29,Game
Varia [ Metroid ],Auxcide,Speck,42,0,28,Chiptune
"Tales from Arctic Katamari Roundabouts, and You and I, in Cherry Blossom Season",Star Salzman,"OC ReMix, Katamari Forever",43,0,24,Game
Chrono Trigger Main Theme (Chrono Trigger),"The 8-Bit Big Band, Steven Feifke",Album 3 - Backwards Compatible,44,0,21,Game
MEGALOVANIA,Ro Panuganti,Fallen Hero,45,0,21,Game
Extinction Party,DarkEco,"OC ReMix, Lemmings",46,0,20,Game
Wild West Quadrant,Gavin Parker,Looney Tunes: Space Race (PS2) OST,47,0,18,Game
Battle Theme,Andrew Filipski,EPOCH: A Tribute to Chrono Trigger,48,0,17,Game
Battle! (Academy Ace Tournament),Toby Fox,Pokémon Scarlet and Violet OST,49,0,13,Game
Baccano!,Super Soul Bros.,Stritch's Brew,50,0,9,Anime
I Wanna Take You for a Ride (Inspired by Marvel vs. Capcom 2),"The 8-Bit Big Band, Lawrence",Album 4 - Game Changer,51,0,5,Game
Dolphin Ride,Monkey Kong,"OC ReMix, Donkey Kong Country",52,1,99,Game
Diamond Worlds,Platonist,"OC ReMix, Solar Jetman",53,1,92,Game
It's My Turn to Dream,Ben Briggs,"OC ReMix, Zelda 04: Link's Awakening",54,1,92,Game
Close Door All Way,Star Salzman,"OC ReMix, Chrono Trigger",55,1,85,Game
Dance Nation,bLiNd,"OC ReMix, Top Gear 2",56,1,81,Game
Electrolytic Man,"ambient, MaJIN_SaN, tomatsu","OC ReMix, Mega Man",57,1,78,Game
Contest,"Niwaka-Zu, Bunbunmaru, Lah++, Gocky-7 Alives",Tetris Blast OST,58,1,78,Game
Subterranean Kamikaze,"Juan Medrano, zircon","OC ReMix, Teenage Mutant Ninja Turtles IV",59,1,76,Game
C.H.E.E.T.A.H.,PrototypeRaptor,"OC ReMix, Cheetahmen II",60,1,75,Game
Wicked n' Floating,AeroZ,"OC ReMix, Final Fantasy V",61,1,75,Game
"LeChuck (Monkey Island) - Voodoo, Roots 'n Grog","Diggi Dis, Alex Jones","OC ReMix, Heroes vs. Villains",62,1,75,Game
Intense Color,"sephfire, SGX","OC ReMix, Mario Paint",63,1,70,Game
Nuclear Flash,"Juan Medrano, zircon","OC ReMix, Mega Man 2",64,1,70,Game
Why So Serious?,"Insert Rupee (Ben Briggs, halc)","OC ReMix, Super Mario Land",65,1,69,Game
The Whip's Memory,TGH,"OC ReMix, Castlevania: Portrait of Ruin",66,1,68,Game
Hyrule's Angel (The Sleeping Beauty),Game Over,"OC ReMix, Zelda 01: The Legend Of Zelda",67,1,67,Game
Drawing Game,Tim Follin,Pictionary OST,68,1,66,Game
The Forest That Never Sleeps,halc,"OC ReMix, Donkey Kong Country 2",69,1,65,Game
"Past, Present and Future Perfect",PROTO·DOME,The Legend Of Zelda: Essence of Lime,70,1,64,Game
Cherry Drive,coda,SOUNDS FROM 20XX [CTM1],71,1,61,Electronic
Rainbow Love Zone,Jake Kaufman,Mighty Switch Force! 2 OST,72,1,59,Game
Danger,Hiroki Kikuta,Secret of Mana OST,73,1,59,Game
Splash Wave,Hiroshi Kawaguchi,OutRun (Genesis) OST,74,1,57,Game
Caught Red Handed,Jake Kaufman,Mighty Switch Force! OST,75,1,56,Game
Thump Brothers (Brothers Bear GBA),Flexstyle,"OC ReMix, Donkey Kong Country 3: Double the Trouble!",76,1,56,Game
Flight of the Battery (Sonic & Knuckles),Ben Briggs,The Briggs Effect,77,1,54,Game
Through the Castle,Rockos,"OC ReMix, Super Mario World",78,1,48,Game
Lullaby of Flame,DDRKirby(ISQ),"OC ReMix, Touhou Chireiden: Subterranean Animism",79,1,48,Game
"Harvest Moon 64 - Disregard Farm, Acquire Fish",Ben Briggs,The Briggs Effect 2,80,1,46,Game
"Agahnim's Return, A Tribute to the Past",Thunderclash,Nostalgic Pleasure,81,1,46,Game
Funky Side Up,metaphist,"OC ReMix, Sonic & Knuckles",82,1,45,Game
"Town of Toads and Stickers, Decalberg","Masanobu Matsunaga, Saki Kurata, Shoh Muramaki, Yoshito Sekigawa, Yasuhisa Baba, Hiroki Morishita, Masanori Adachi, Kiyoshi Hazemoto, Tomoko Sano, Kosei Muraki, Hiroaki Hanaoka, Yasumasa Yamada",Paper Mario: Sticker Star OST,83,1,45,Game
Like a Boss,norg,Spectrum of Mana,84,1,45,Game
On the Wings of Dragons,"Lobos, Travis Morgan",Spectrum of Mana,85,1,45,Game
Funky's in da Forest (Forest Interlude),PANDAstar,Chip Country,86,1,44,Game
Livewire,Zef,Ground Zero,87,1,44,Chiptune
"Trigger, Please",Shnabubula,"OC ReMix, Chrono Trigger",88,1,44,Game
Don't Mess with Magnetman,The Megas,History Repeating: Blue,89,1,43,Game
Katamari On The Funk (Senor Coconut's Katamambo! remix),Uwe Schmidt,Katamari Forever OST,90,1,42,Game
Tengen Toppa Dairantou: Part 1 - Game Set (Super Smash Bros. series),OverClocked Assembled,"OC ReMix, Apex 2014: A New Challenger!!",91,1,42,Game
Credits (Rescue Girl),Jake Kaufman,Mighty Switch Force! 2 OST,92,1,39,Game
Space Ace,bLiNd,"OC ReMix, Gradius III",93,1,37,Game
Spacious Blue Sky,Falcom Sound Team jdk,Legend of Heroes: Trails of Cold Steel OST,94,1,33,Game
Matrimony Mixset (The Marrymore Bell Rings),DDRKirby(ISQ),"OC ReMix, Super Mario RPG: Window to the Stars",95,1,32,Game
Mischievous Robot,DM DOKURO,DM DOKURO Presents: Cave Story Arranged,96,1,30,Game
Acoustic Fields,Arceace,"OC ReMix, Spyro: Year of the Dragon",97,1,30,Game
Team Select,"Norio Hanzawa, Katsuhiko Suzuki, Atsushi Fujio, Shigemasa Matsuo",Rollergames OST,98,1,30,Game
Axis,Danimal Cannon,Lunaria,99,1,29,Metal
Firion N Maria (Will Take You to the Rebels) [The Rebel Army],PrototypeRaptor,"OC ReMix, Final Fantasy II: Rebellion",100,1,27,Game
The Reading Rainbow,8bit bEtty,Too Bleep to Blop,101,1,26,Chiptune
Dangerous Elements,Sam Dillard,Zelda Cinematica: A Symphonic Tribute,102,1,26,Game
Mare Undarum,Hylian Lemon,"OC ReMix, Paper Mario: The Thousand-Year Door",103,1,24,Game
The Path to Glory ~Theme of Bartz~,Juan Medrano,"OC ReMix, FFV: The Fabled Warriors ~I. WIND~",104,1,23,Game
Awake,Faseeh,OMEGA: A Tribute to Xenogears,105,1,23,Game
Light Plane,Noriyuki Iwadare,Super Smash Bros. Ultimate OST,106,1,23,Game
Everlasting Love + You,"Akitaka Tohyama, Leah Dizon",Katamari Forever OST,107,1,22,Game
Dragonborn Concerto,"Mazedude, Dhsu","OC ReMix, Elder Scrolls V: Skyrim",108,1,21,Game
Planet One (Level One),Marty Brueggemann,ROBOGIRL 2 (Journey the Stars),109,1,21,Chiptune
One Man and His Metal Gun!,PirateCrab,"OC ReMix, Final Fantasy VIII",110,1,20,Game
Pokemon RBY Theme,Super Soul Bros.,Stritch's Brew,111,1,20,Game
Hopes and Dreams,Ro Panuganti,Fallen Hero,112,1,18,Game
Bob-Omb Battlefield,Super Soul Bros.,Stritch's Brew,113,1,18,Game
Hydrocity Zone (Sonic the Hedgehog 3),"The 8-Bit Big Band, Grace Kelly",Album 3 - Backwards Compatible,114,1,16,Game
Winters,Super Soul Bros.,Motherlode,115,1,15,Game
Streamworks (Saliva Island),Jake Kaufman,Shantae and the Pirate's Curse OST,116,1,9,Game
A Ring and a Promise [Lamentation and a Promise (Prologue 2)],"bLiNd, Ashleigh Coryell","OC ReMix, Wild Arms: ARMed and DANGerous",117,2,96,Game
Shine Tonight,Poolside,"OC ReMix, Final Fantasy VIII",118,2,86,Game
Snow Field,tefnek,"OC ReMix, Contra",119,2,79,Game
Icarus,Trash80,Icarus,120,2,78,Chiptune
Agahnim Arsenik,AeroZ,"OC ReMix, Zelda 03: A Link to the Past",121,2,77,Game
Back 2 Skala,"ambient, Skrypnyk","OC ReMix, Chrono Trigger",122,2,75,Game
Of Sea and Fire (Bonds of Sea and Fire),Ziwtra,"OC ReMix, Xenogears: Humans",123,2,72,Game
Rainbow Road,Kenta Nagata,Mario Kart 64 OST,124,2,68,Game
Smooth As Honey [Hornet Dance (Hornet Man Stage)],J Damashii,"OC ReMix, Mega Man 9: Back in Blue",125,2,66,Game
The Scar-Sealing Girl (The Girl Who Stole the Star),"Geoffrey Taucer, Ross Kmet","OC ReMix, Radical Dreamers: Thieves of Fate",126,2,66,Game
Monstrous Turtles!,zircon,"OC ReMix, Super Mario World",127,2,60,Game
Wakeup,Jake Kaufman,"OC ReMoved, Toejam & Earl",128,2,58,Game
Cover Your Light,Zero Division,"OC ReMix, Deflektor",129,2,57,Game
Everything's Alright,Laura Shigihara,To the Moon OST,130,2,56,Game
Marihana on My Mind,halc,"halc, Chrono Cross",131,2,55,Game
Kick Your A,SGX,"OC ReMix, Beatmania IIDX 7th Style",132,2,54,Game
Area A,"Iku Mizutani, Kouichi Yamanishi",Shatterhand OST,133,2,54,Game
Aire Tam Break,Fishy,"OC ReMix, Final Fantasy VII",134,2,52,Game
Wizards in My Armor (Warrior in My Long-Johns),Trenthian,"OC ReMix, Wizards & Warriors",135,2,52,Game
Overworld (Super Mario World),Zebes System,DREAMERS ~A Tribute to Koji Kondo and Nobuo Uematsu~,136,2,50,Game
Morse's Morsecode,Joshua Morse,"OC ReMix, Fittest",137,2,50,Game
Shredder (Teenage Mutant Ninja Turtles) - Enter the Shredder,Danimal Cannon,"OC ReMix, Heroes vs. Villains",138,2,50,Game
Yesterday's Fragile Bird,bubu,The Daydream Elevator,139,2,49,Chiptune
Clouds,505,hYMns,140,2,49,Chiptune
Trancesaur,_ensnare_,Impeccable Micro,141,2,48,Chiptune
Incident Zero,Jake Kaufman,FX4,142,2,47,Chiptune
The Angels of Hell,Random Hero,"OC ReMix, Cave Story",143,2,47,Game
Time Traveller's Delight [Stardust Speedway JP],OverClocked Assembled,"OC ReMix, Sonic CD: Temporal Duality",144,2,46,Game
The Lunar Whale,Danimal Cannon,Parallel Processing,145,2,46,Chiptune
Credits,"Shogo Sakai, Seiichi Hamada, Takafumi Miura, Yuji Suzuki, Yusuke Takahama, Z. Yamanaka",Tantei Jinguuji Saburo: Toki no Sugiyuku Mama ni OST,146,2,46,Game
Wizball [live at The Church],Reyn Ouwehand,Wizball,147,2,45,Game
Adventure (DMGmix) (BONUS),Chipocrite,FZ: Side Z,148,2,43,Game
Schizophrenic [Collision Chaos JP],Kruai,"OC ReMix, Sonic CD: Temporal Duality",149,2,41,Game
"Doppelbanger (Preschtale, Part 6)",elmobo,Preschtale Variations,150,2,40,Electronic
The Second Truth From the Left,Hiroki Kikuta,Secret of Mana OST,151,2,40,Game
Radiance,"Ben Briggs, Level 99","OC ReMix, Mario Kart 64",152,2,39,Game
Boss Battle,"Sukezo Ouyama, Ryoue Takagi",Kirby's Block Ball OST,153,2,38,Game
Title screen,Ryo Nagamatsu,The Legend of Zelda: Tri Force Heroes OST,154,2,37,Game
Rogueport Sewers,"Yoshito Hirano, Yuka Tsujiyoko",Paper Mario: The Thousand-Year Door OST,155,2,37,Game
Whip This Beat [Castlevania II: Belmont's Revenge - Praying Hands (Cloud Castle BGM)],"Helicopter Knife Fight (Sir_NutS, Jivemaster)","OC ReMix, Legacy: Game Boy 25th Anniversary",156,2,31,Game
Bone Ark Madness (Castlevania Symphony of the Night - Rainbow Cemetery),Joshua Morse,VLAD II,157,2,31,Game
Sayuri's Reel,DDRKirby(ISQ),Celestial Melodies,158,2,30,Electronic
As The Sun Sets In Monaco,Laura Intravia,Monaco: The Gentleman's Private Collection,159,2,30,Game
Melee Medley / Zelda Theme,Super Soul Bros.,Live @ Poor House,160,2,29,Game
Level Theme 2,Charles Deenen,M.C. Kids OST,161,2,29,Game
Mummy Dance (Underground Forest Area),Mazedude,"OC ReMix, Milky Way Wishes: A Kirby Super Star Tribute",162,2,29,Game
Together We Will Stand (Together Always),"Eino Keskitalo, Jorito","OC ReMix, Secret of Mana: Resonance of the Pure Land",163,2,29,Game
Beyond the Mirror,Sam Dillard,Zelda Cinematica: A Symphonic Tribute,164,2,29,Game
"Spring Yard Zone (From ""Sonic the Hedgehog"")",The 8-Bit Big Band,Album 2 - Choose Your Character!,165,2,26,Game
Lucky Coin,Schtiffles,"OC ReMix, Pokémon Silver Version",166,2,25,Game
Dire on the Rocks,"FFmusic Dj, Geoffrey Taucer","OC ReMix, Super Mario 64",167,2,25,Game
Goddess (Zelda's Lullaby),Phonetic Hero,Goddess (Zelda's Lullaby),168,2,23,Game
Comeback of the Green Rabbit,Netrum,"OC ReMix, Jazz Jackrabbit",169,2,22,Game
Super Mario Land Underground (Super Mario Land),"The 8-Bit Big Band, Leo P.",Album 3 - Backwards Compatible,170,2,20,Game
Pizza in the Van,"Chidi Enyia, MMvsUSAF, Roqsteady, Samara Smith","OC ReMix, Teenage Mutant Ninja Turtles IV",171,2,20,Game
"Title (from ""Mega Man 3"")",Will Dawson,MENU: An Homage to Game Title Themes,172,2,19,Game
Mario Circuit,Super Soul Bros.,Stritch's Brew,173,2,19,Game
Death by Glamour,Ro Panuganti,Fallen Hero,174,2,18,Game
Red Streamer Battle,"Yoshito Sekigawa, Shoh Murakami, Yoshiaki Kimura, Hiroki Morishita, Fumihiro Isobe",Paper Mario: The Origami King OST,175,2,18,Game
Hyrule Castle,Manaka Kataoka,The Legend of Zelda: Breath of the Wild OST,176,2,17,Game
Monodon monoceros,Parallelis,Animalia,177,2,16,Chiptune
The Wight to Remain (4-3 ReMix),"Flexstyle, DjjD",Crypt of the NecroDancer: OverClocked OST,178,2,16,Game
Birdman,Dan Hess,Pilot Wings 64 OST,179,2,15,Game
"Battle! Vs. Champion, Battle! Vs. Red",HappyFunTimeGameBand,"Pixel Mixers, Pokémon Gold & Silver Catch This! Vol. 2: Goldenrod FM",180,2,15,Game
Things to Do in Scuttle Town!,Jake Kaufman,Shantae OST,181,2,13,Game
Jaw-Breaking News!,Tee Lopes,TMNT: Shredder's Revenge OST,182,2,11,Game
"Live Mega, Live Más (Live A Live)","Alejandro Espinosa, The OC Jazz Collective","OC ReMix, Mode Seven: A Jazz Tribute to the SNES",183,2,10,Game
The Savior of Dream Land (Coliseum Battle),Juan Medrano,"OC ReMix, Milky Way Wishes: A Kirby Super Star Tribute",184,2,9,Game
"Funk Into the Unknown (""Flight Into the Unknown"")",Andrew Thompson,EXCALIBUR: A Tribute to Secret of Mana,185,2,5,Game
Battle! (Tera Raid),Toby Fox,Pokémon Scarlet and Violet OST,186,2,5,Game
Route 228,insaneintherainmusic,Sinnohvation,187,2,5,Game
Penny,Lame Genie,Lame Genie Presents: Pokemon Scarlet & Violet (The Metal Album),188,2,2,Game
Main Titles,Michael Land,MI3 - The Curse of Monkey Island OST,189,3,111,Game
Devastation's Doorway,Sole Signal,"OC ReMix, Super Mario 64",190,3,107,Game
Aqueous Transgression,Sole Signal,"OC ReMix, Chrono Trigger",191,3,94,Game
Swingin' with Death,Nase,"OC ReMix, Castlevania: Harmony of Dissonance",192,3,91,Game
The Koan of Drums (Desolate Road),djpretzel,"OC ReMix, Summoning of Spirits: An Arrangement of Music from Tales of Phantasia and Tales of Symphonia - Disc 1",193,3,89,Game
On to Grasstown,Daisuke Amaya (Pixel),Cave Story OST,194,3,80,Game
Cool Mind,Dragonlord,"OC ReMix, Mega Man Zero 2",195,3,77,Game
Anthem of a Metroid Hunter,Big Giant Circles,"OC ReMix, Metroid II: Return of Samus",196,3,77,Game
Far Away Memories,Neil Benjamin,"OC ReMix, Chrono Trigger",197,3,74,Game
Sonic The Hedgehog 2 - Chemical Plant Zone,Retro Remix Revue,Volume 1,198,3,72,Game
Global Empire,"Sole Signal, Big Giant Circles, Tweex","OC ReMix, Jade Empire",199,3,71,Game
In Your Prime,Big Giant Circles,Super Metroid ~Reserve Tank VARIAtions~,200,3,71,Game
The Electric Flute,halc,"OC ReMix, Zelda 09: Four Swords Adventures",201,3,69,Game
Programmed To Fight (acoustic),The Megas,Get Acoustic,202,3,68,Game
Treasure Hunter,WillRock,"OC ReMix, Mega Man & Bass",203,3,66,Game
The Passing of the Blue Crown,"Juan Medrano, Steppo, zircon","OC ReMix, Mega Man 3",204,3,64,Game
Staff Credits,"Kenta Nagata, Hajime Wakai, Toru Minegishi, Koji Kondo",The Legend Of Zelda: The Wind Waker OST,205,3,63,Game
The Monkey Island Jazz,Jyrki Talvitie,Monkey Island Fan Music,206,3,63,Game
The Art of Zen,zircon,Antigravity,207,3,62,Electronic
Katana Blaster (Constantly Playing Mix),Mick Gordon,Impostor Nostalgia,208,3,61,Electronic
Power Trip,Nick Perrin,"OC ReMix, Contra Force",209,3,61,Game
Big Forest (Stage),"Hirokazu Ando, Tadashi Ikegami",Kirby's Dream Land 2 OST,210,3,59,Game
Kirby (Kirby) - The Life and Death of Kirby,"Insert Rupee (Ben Briggs, halc)","OC ReMix, Heroes vs. Villains",211,3,59,Game
Jackrabbit Transformer,Mazedude,"OC ReMix, Jazz Jackrabbit 2",212,3,54,Game
Battle (VS Trainer),Junichi Masuda,"Pokémon Red, Blue and Yellow OST",213,3,54,Game
Spanish Jitters (Jungle Jitter GBA),"David Wise, Robin Beanland, Level 99, Daniel Rosenqvist, Harmony, bustatunez, zyko, JJT, OceansAndrew, prophetik, Diggi Dis","OC ReMix, Donkey Kong Country 3: Double the Trouble!",214,3,51,Game
Final Blast,zabutom,zeta force,215,3,51,Chiptune
Her Smile in Every Summer,Hot Freaks,"OC ReMix, Zelda 08: Wind Waker",216,3,49,Game
This Song Got Me Pregnant,Kidd Cabbage,Spectrum of Mana,217,3,48,Game
Wanking with the Alien,"Midee, prozax","OC ReMix, Silver Surfer",218,3,47,Game
Wisdom Courage Power,metaphist,"OC ReMix, Zelda 05: Ocarina of Time",219,3,47,Game
Cave Story - Fields of Awesome,Viking Guitar,Made of Metal,220,3,45,Game
Clocktown,"Theophany, Docjazz4, FunkyEntropy, XPRTNovice",Time's End: Majora's Mask Remixed,221,3,45,Game
Big-Band Battlefield,"The University of Toronto 10 O'Clock Big Band, The Runaway Five","OC ReMix, Super Mario 64",222,3,44,Game
X-1234,Armcannon,Return of the Attack of the Legend of Pizzor,223,3,44,Game
Title Screen,"Shiho Fujii, Atsuko Asahi, Ryo Nagamatsu, Yasuaki Iwata",Mario Kart 8 OST,224,3,43,Game
Welcome to My Kastle,DDRKirby(ISQ),"OC ReMix, Super Mario 64",225,3,43,Game
Ending Theme of Super Mario Sunshine (Super Mario Sunshine),"The Big Band of Rogues (Tokyo Cuban Boys Jr.), Shigeo Nukita",Mario & Zelda Big Band Live,226,3,42,Game
Smoke and Clouds (Locke),"Jeff Ball, Laura Intravia","OC ReMix, FFVI: Balance and Ruin",227,3,41,Game
There Will Be Blood (Metamorphosis),Anti-Syne,"OC ReMix, FFVI: Balance and Ruin",228,3,41,Game
Ruffneck Terra,halc,"OC ReMix, Final Fantasy VI",229,3,40,Game
Kastle Rock,Prince uf Darkness,"OC ReMix, Solstice",230,3,40,Game
Helios (Sun),Auxcide,of Atoms and Stardust,231,3,40,Chiptune
Follow Me Home,SMILETRON,TRIPP-E-P,232,3,40,Chiptune
Omen (R3 Mix) [Omen],R3FORGED,"OC ReMix, Xenogears: Gears",233,3,36,Game
Timeless Journey,Sam Dillard,Zelda Cinematica: A Symphonic Tribute,234,3,36,Game
A Royal Appearance,Nostalvania,"OC ReMix, Zelda 05: Ocarina of Time",235,3,33,Game
The Champions,Jeff Ball,Tiny Barbarian DX OST,236,3,33,Game
